Unnamed: 0,cut,color,clarity,carat_weight,cut_quality,lab,symmetry,polish,eye_clean,culet_size,culet_condition,depth_percent,table_percent,meas_length,meas_width,meas_depth,girdle_min,girdle_max,fluor_color,fluor_intensity,fancy_color_dominant_color,fancy_color_secondary_color,fancy_color_overtone,fancy_color_intensity,total_sales_price
2379,Round,H,IF,0.18,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,60.2,58,3.7,3.72,2.24,M,STK,unknown,None,unknown,unknown,unknown,unknown,448
158257,Oval,I,VS2,0.9,unknown,GIA,Very Good,Excellent,unknown,unknown,unknown,59.3,59,7.52,5.55,3.29,unknown,unknown,unknown,Faint,unknown,unknown,unknown,unknown,4493
213111,Radiant,I,VVS2,3,unknown,GIA,Very Good,Excellent,unknown,N,unknown,74.1,72,8.17,7.5,5.56,M,M,Blue,Faint,unknown,unknown,unknown,unknown,35970
60510,Round,D,SI1,0.3,Excellent,GIA,Very Good,Excellent,Yes,N,unknown,61,60,4.28,4.3,2.62,M,STK,unknown,None,unknown,unknown,unknown,unknown,1004
125701,Oval,D,SI2,0.7,unknown,GIA,Very Good,Excellent,Borderline,N,Pointed,65.3,63,6.65,4.88,3.19,VTK,XTK,Blue,Medium,unknown,unknown,unknown,unknown,2672
140016,Round,G,VVS2,0.5,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,62.4,56,5.03,5.07,3.15,M,STK,unknown,None,unknown,unknown,unknown,unknown,3318
85808,Round,E,SI1,0.4,Excellent,IGI,Excellent,Very Good,unknown,unknown,Pointed,62.4,58.5,4.67,4.69,2.92,M,STK,unknown,None,unknown,unknown,unknown,unknown,1248
60382,Round,F,VS1,0.3,Excellent,GIA,Excellent,Excellent,Yes,VS,unknown,59.7,60,4.32,4.35,2.59,M,STK,unknown,None,unknown,unknown,unknown,unknown,1002
2342,Round,L,SI2,0.31,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,62.2,58,4.3,4.32,2.68,M,STK,unknown,None,unknown,unknown,unknown,unknown,446
107506,Princess,G,VS1,0.5,unknown,GIA,Very Good,Excellent,unknown,N,unknown,72.8,70,4.35,4.31,3.14,STK,TK,unknown,Faint,unknown,unknown,unknown,unknown,1914
200105,Pear,D,SI1,1.5,unknown,GIA,Excellent,Excellent,Yes,N,unknown,63.7,59,10.35,6.08,3.87,STK,VTK,unknown,None,unknown,unknown,unknown,unknown,16236
34244,Round,G,SI1,0.3,Excellent,GIA,Excellent,Excellent,Yes,unknown,unknown,62.7,55,4.25,4.28,2.68,STK,M,unknown,None,unknown,unknown,unknown,unknown,826
72901,Round,E,VVS1,0.34,Excellent,GIA,Excellent,Excellent,Yes,unknown,unknown,62.9,55,4.43,4.47,2.8,STK,TN,unknown,Medium,unknown,unknown,unknown,unknown,1076
70403,Round,I,IF,0.32,Excellent,GIA,Excellent,Excellent,unknown,unknown,unknown,62.9,57,4.34,4.38,2.74,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,1054
103499,Round,L,VS1,0.61,Very Good,GIA,Excellent,Very Good,Yes,N,unknown,64.4,56,5.29,5.32,3.42,STK,TK,unknown,None,unknown,unknown,unknown,unknown,1708
109253,Round,J,VS1,0.5,Excellent,GIA,Excellent,Excellent,unknown,unknown,unknown,62.6,0,5.05,5.07,3.17,unknown,unknown,unknown,Strong,unknown,unknown,unknown,unknown,1904
87712,Round,G,IF,0.35,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,58.8,61,4.59,4.62,2.71,M,STK,unknown,Medium,unknown,unknown,unknown,unknown,1286
44909,Round,D,VS1,0.26,Excellent,GIA,Excellent,Excellent,unknown,unknown,unknown,62.4,58,4.06,4.08,2.54,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,910
69652,Round,F,VS1,0.26,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,60.5,60,4.11,4.13,2.49,TN,STK,unknown,None,unknown,unknown,unknown,unknown,1074
174446,Round,J,VVS2,1.15,Excellent,IGI,Excellent,Excellent,unknown,unknown,unknown,63.5,58,6.62,6.64,4.21,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,7065
64283,Round,E,VVS2,0.3,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,61.4,59,4.29,4.3,2.64,M,STK,unknown,Faint,unknown,unknown,unknown,unknown,1014
211187,Pear,I,VS2,2.12,unknown,GIA,Very Good,Excellent,unknown,unknown,Pointed,28.9,76,12.85,8.26,2.39,TK,VTK,unknown,Faint,unknown,unknown,unknown,unknown,24677
52927,Round,I,VVS2,0.3,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,62.2,58,4.26,4.29,2.66,M,STK,unknown,None,unknown,unknown,unknown,unknown,940
101900,Round,H,VVS2,0.4,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,62.3,56,4.69,4.72,2.93,M,M,unknown,None,unknown,unknown,unknown,unknown,1722
14670,Round,F,VS2,0.23,Excellent,HRD,Excellent,Excellent,unknown,unknown,unknown,0,0,3.86,3.88,2.45,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,686
64630,Round,H,VS2,0.31,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,61.3,56,4.37,4.38,2.68,M,STK,unknown,None,unknown,unknown,unknown,unknown,1018
143073,Round,G,VS1,0.62,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,62.7,56,5.41,5.45,3.4,M,STK,unknown,None,unknown,unknown,unknown,unknown,3519
91658,Round,G,SI1,0.4,Excellent,GIA,Very Good,Very Good,Yes,N,unknown,62,59,4.68,4.72,2.92,M,STK,unknown,None,unknown,unknown,unknown,unknown,1392
48918,Round,H,VVS1,0.32,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,63.2,56,4.35,4.37,2.75,M,STK,unknown,Faint,unknown,unknown,unknown,unknown,928
33362,Round,K,SI1,0.41,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,62.9,57,4.72,4.74,2.98,STK,STK,Blue,Strong,unknown,unknown,unknown,unknown,812
70060,Round,G,VS2,0.34,Excellent,GIA,Excellent,Excellent,Yes,unknown,unknown,62.6,58,4.46,4.5,2.81,M,TN,unknown,None,unknown,unknown,unknown,unknown,1050
219295,Round,F,VS1,5.02,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,60,59,11.06,11.12,6.66,M,STK,unknown,None,unknown,unknown,unknown,unknown,261442
3815,Round,I,SI2,0.3,Very Good,GIA,Very Good,Excellent,Yes,N,unknown,62.2,58,4.23,4.26,2.64,STK,TK,unknown,None,unknown,unknown,unknown,unknown,556
67213,Round,G,VS1,0.3,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,62.1,58,4.29,4.32,2.67,M,M,unknown,None,unknown,unknown,unknown,unknown,1044
83351,Round,G,IF,0.31,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,62.6,57,4.31,4.34,2.71,STK,STK,unknown,None,unknown,unknown,unknown,unknown,1206
92557,Round,K,VS2,0.5,Very Good,GIA,Very Good,Excellent,unknown,N,unknown,64.8,57,4.9,4.96,3.2,unknown,unknown,unknown,Strong,unknown,unknown,unknown,unknown,1470
24096,Round,G,VS1,0.25,Very Good,GIA,Very Good,Excellent,unknown,N,unknown,58.9,63,4.11,4.15,2.43,TN,STK,unknown,None,unknown,unknown,unknown,unknown,748
133545,Round,G,VS2,0.5,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,62.1,60,5.04,5.08,3.14,M,STK,unknown,Faint,unknown,unknown,unknown,unknown,3004
154409,Princess,E,VVS2,0.7,unknown,GIA,Excellent,Excellent,Yes,N,unknown,70.9,75,5.1,5.09,3.61,M,STK,unknown,None,unknown,unknown,unknown,unknown,4088
134947,Round,H,VVS2,0.5,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,63,57,5.03,5.07,3.18,unknown,unknown,unknown,Faint,unknown,unknown,unknown,unknown,3140
27244,Round,E,SI2,0.31,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,62.1,57,4.34,4.36,2.71,M,STK,unknown,Faint,unknown,unknown,unknown,unknown,782
120944,Round,J,VS2,0.5,Excellent,IGI,Very Good,Excellent,unknown,unknown,unknown,0,0,0,0,0,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,2500
143407,Round,D,VVS1,0.5,Very Good,GIA,Very Good,Excellent,unknown,N,unknown,64.4,56,4.93,5,3.2,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,3528
181621,Round,H,SI2,1.06,Excellent,GIA,Excellent,Excellent,unknown,unknown,unknown,62,59,6.5,6.53,4.04,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,8036
137951,Round,H,SI1,0.62,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,62.9,58,5.39,5.44,3.41,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,3278
91532,Round,K,SI1,0.5,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,62.7,56,5.06,5.1,3.18,M,STK,unknown,Faint,unknown,unknown,unknown,unknown,1388
116463,Cushion Modified,unknown,VS2,0.3,unknown,GIA,Very Good,Good,unknown,unknown,unknown,68.3,66,3.92,3.41,2.33,unknown,unknown,unknown,None,Pink,unknown,unknown,Faint,2160
176259,Round,E,I1,1.01,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,61.9,57,6.43,6.45,3.99,TN,STK,unknown,None,unknown,unknown,unknown,unknown,6618
212295,Radiant,unknown,SI2,1.02,unknown,GIA,Good,Good,Yes,N,unknown,59.4,67,6.11,5.82,3.46,VTK,XTK,unknown,unknown,Yellow,unknown,unknown,Fancy Light,31008
153452,Round,I,I1,1.07,Excellent,IGI,Excellent,Excellent,unknown,unknown,unknown,60.7,62,6.58,6.6,4,M,STK,unknown,None,unknown,unknown,unknown,unknown,3952
97506,Pear,D,IF,0.34,unknown,GIA,Very Good,Excellent,Yes,N,unknown,60.8,58,6.33,3.88,2.36,M,STK,unknown,None,unknown,unknown,unknown,unknown,1556
38855,Round,H,VVS1,0.31,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,62.2,59,4.29,4.32,2.68,M,STK,Blue,Strong,unknown,unknown,unknown,unknown,856
191913,Round,F,SI1,1.3,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,61.5,61,6.98,7.01,4.3,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,11295
33770,Round,I,VS1,0.3,Excellent,GIA,Very Good,Excellent,Yes,N,unknown,60.9,60,4.28,4.33,2.62,M,STK,unknown,Medium,unknown,unknown,unknown,unknown,816
156196,Oval,J,SI1,1.01,unknown,GIA,Very Good,Very Good,unknown,N,unknown,65.8,57,6.88,5.24,3.45,STK,XTK,unknown,Faint,unknown,unknown,unknown,unknown,4068
99788,Round,F,VS2,0.4,Very Good,GIA,Excellent,Excellent,unknown,N,unknown,64.2,56,4.59,4.63,2.96,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,1594
99984,Round,J,VS1,0.4,Excellent,GIA,Excellent,Excellent,unknown,unknown,Pointed,62,58,4.71,4.73,2.92,M,STK,unknown,None,unknown,unknown,unknown,unknown,1600
79046,Round,I,IF,0.36,Excellent,GIA,Excellent,Very Good,unknown,N,unknown,59.6,58,4.67,4.69,2.79,M,M,unknown,None,unknown,unknown,unknown,unknown,1144
158587,Pear,F,SI2,1.19,unknown,HRD,Very Good,Excellent,unknown,unknown,unknown,58.8,64,9.7,5.82,3.42,unknown,unknown,unknown,Faint,unknown,unknown,unknown,unknown,4319
65617,Round,H,SI1,0.33,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,60.1,59,4.47,4.5,2.7,M,STK,unknown,None,unknown,unknown,unknown,unknown,1010
5254,Round,L,VS2,0.3,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,62.6,55,4.26,4.29,2.68,TN,STK,unknown,None,unknown,unknown,unknown,unknown,564
19303,Oval,D,VS2,0.24,unknown,GIA,Very Good,Very Good,unknown,unknown,unknown,57.2,61,5.08,3.63,2.07,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,718
132255,Round,G,VVS1,0.5,Very Good,GIA,Very Good,Excellent,Yes,N,unknown,64.4,56,4.91,4.98,3.19,STK,TK,unknown,None,unknown,unknown,unknown,unknown,2988
119072,Round,I,VS2,0.5,Very Good,GIA,Very Good,Very Good,unknown,unknown,unknown,64.6,57,4.94,4.98,3.21,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,2372
68302,Round,H,VS2,0.33,Excellent,GIA,Excellent,Very Good,Yes,N,unknown,62.6,56,4.41,4.42,2.76,M,STK,unknown,None,unknown,unknown,unknown,unknown,1030
219678,Round,G,VS1,10.14,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,61.8,59,13.84,13.88,8.56,M,STK,unknown,None,unknown,unknown,unknown,unknown,851760
110728,Round,E,VVS1,0.42,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,62.7,58,4.76,4.79,2.99,M,STK,unknown,Faint,unknown,unknown,unknown,unknown,2044
160061,Pear,unknown,SI1,0.51,unknown,GIA,Good,Very Good,unknown,unknown,unknown,61.3,54,6.97,4.14,2.54,unknown,unknown,unknown,None,Pink,unknown,unknown,Faint,4590
219024,Cushion Modified,unknown,I1,2.44,unknown,GIA,Good,Good,unknown,N,unknown,69.6,64,7.66,7.26,5.05,TK,TK,unknown,None,Green,unknown,unknown,Fancy,190320
72567,Round,D,VS2,0.31,Excellent,GIA,Excellent,Excellent,unknown,unknown,unknown,61.9,57,4.35,4.37,2.7,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,1102
44922,Round,I,VS2,0.34,Excellent,GIA,Excellent,Excellent,Yes,unknown,unknown,61.6,57,4.48,4.49,2.76,STK,M,unknown,None,unknown,unknown,unknown,unknown,910
204810,Round,F,VVS2,1.32,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,62.6,57,6.98,7.01,4.38,M,STK,unknown,None,unknown,unknown,unknown,unknown,18759
85168,Round,D,VS1,0.34,Excellent,IGI,Very Good,Excellent,unknown,N,unknown,62.4,59.5,4.43,4.45,2.77,M,STK,unknown,None,unknown,unknown,unknown,unknown,1274
69979,Round,E,VVS2,0.23,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,62.4,56,3.94,3.97,2.47,M,STK,unknown,None,unknown,unknown,unknown,unknown,1050
212753,Round,H,VS1,2.08,Excellent,GIA,Excellent,Excellent,unknown,unknown,unknown,62.7,56,8.1,8.15,5.09,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,35219
189796,Round,K,VS2,1.51,Excellent,GIA,Excellent,Excellent,Yes,unknown,unknown,62.7,59,7.3,7.32,4.58,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,10337
79109,Round,G,VS2,0.34,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,58.9,61,4.56,4.58,2.69,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,1144
203291,Princess,D,VS2,1.7,unknown,GIA,Very Good,Excellent,unknown,N,unknown,70.6,71,6.84,6.73,4.75,TN,STK,unknown,None,unknown,unknown,unknown,unknown,17202
132743,Oval,L,VVS1,0.87,unknown,GIA,Very Good,Excellent,unknown,N,unknown,59.8,64,7.25,5.19,3.1,XTK,TK,unknown,None,unknown,unknown,unknown,unknown,3070
208729,Emerald,F,VS1,2,unknown,GIA,Very Good,Excellent,unknown,N,unknown,66.6,60,8.29,6.05,4.03,STK,VTK,unknown,None,unknown,unknown,unknown,unknown,27336
34102,Round,K,VVS2,0.36,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,62.6,56,4.52,4.55,2.84,M,STK,Blue,Medium,unknown,unknown,unknown,unknown,824
136508,Round,E,VS2,0.5,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,62.5,57,5.03,5.07,3.16,M,STK,unknown,None,unknown,unknown,unknown,unknown,3178
16726,Round,F,VVS2,0.23,Excellent,GIA,Excellent,Very Good,Yes,unknown,unknown,61.2,58,3.94,3.95,2.42,M,STK,unknown,None,unknown,unknown,unknown,unknown,712
64684,Round,D,VVS2,0.3,Very Good,GIA,Very Good,Excellent,Yes,N,unknown,61.4,62,4.26,4.28,2.62,STK,TK,unknown,None,unknown,unknown,unknown,unknown,1018
186536,Round,E,VS2,1,Very Good,GIA,Excellent,Excellent,unknown,unknown,unknown,58.6,62,6.5,6.54,3.82,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,9407
83842,Pear,F,VVS2,0.37,unknown,GIA,Very Good,Excellent,unknown,unknown,unknown,57.9,60,6.24,4.18,2.42,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,1232
178448,Radiant,G,VS2,1.1,unknown,GIA,Very Good,Very Good,unknown,N,unknown,70.7,69,5.92,5.53,3.91,TK,TK,unknown,None,unknown,unknown,unknown,unknown,7590
93448,Princess,D,SI2,0.5,unknown,GIA,Very Good,Excellent,unknown,unknown,unknown,74,73,4.37,4.26,3.16,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,1496
128623,Round,I,IF,0.5,Very Good,GIA,Very Good,Excellent,unknown,N,unknown,64.7,56,4.93,5,3.21,M,TK,unknown,None,unknown,unknown,unknown,unknown,2808
4833,Round,F,VS2,0.2,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,62.1,58,3.75,3.77,2.34,M,STK,unknown,None,unknown,unknown,unknown,unknown,536
101713,Round,E,VVS2,0.4,Excellent,GIA,Very Good,Excellent,Yes,N,unknown,63.2,57,4.65,4.71,2.96,TN,STK,unknown,Faint,unknown,unknown,unknown,unknown,1716
50836,Round,E,SI1,0.3,Excellent,GIA,Excellent,Excellent,unknown,unknown,unknown,60.4,60,4.33,4.35,2.62,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,934
161035,Round,H,VS1,0.77,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,61.9,59,5.84,5.88,3.63,M,STK,unknown,None,unknown,unknown,unknown,unknown,4832
30637,Round,D,SI2,0.3,Excellent,GIA,Excellent,Excellent,Yes,unknown,unknown,61.8,60,4.31,4.33,2.67,STK,M,unknown,None,unknown,unknown,unknown,unknown,792
329,Round,J,I1,0.3,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,60.8,58,4.3,4.33,2.63,M,STK,Blue,Strong,unknown,unknown,unknown,unknown,342
208294,Round,D,VVS1,1.02,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,62.7,56,6.43,6.45,4.04,M,STK,unknown,Faint,unknown,unknown,unknown,unknown,20564
214026,Asscher,K,VVS2,3.02,unknown,GIA,Excellent,Very Good,unknown,N,unknown,65.4,67,8.27,8.26,5.4,M,M,unknown,Faint,unknown,unknown,unknown,unknown,33269
154403,Oval,unknown,VS1,0.94,unknown,GIA,Good,Very Good,Yes,N,unknown,70.9,53,6.69,4.99,3.54,XTK,XTK,unknown,None,Yellow,unknown,None,Fancy,4088
18533,Round,K,IF,0.3,Excellent,GIA,Excellent,Excellent,unknown,unknown,unknown,61.5,55,4.31,4.32,2.66,unknown,unknown,unknown,Medium,unknown,unknown,unknown,unknown,702
102071,Round,E,VVS1,0.35,Excellent,GIA,Excellent,Excellent,unknown,unknown,unknown,62.1,58,4.5,4.52,2.8,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,1726
78315,Round,D,SI2,0.41,Very Good,GIA,Excellent,Excellent,Yes,N,unknown,62.7,56,4.73,4.76,2.98,TN,STK,unknown,None,unknown,unknown,unknown,unknown,1174
13083,Round,I,SI2,0.3,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,62.7,55,4.27,4.29,2.68,STK,STK,unknown,None,unknown,unknown,unknown,unknown,664
206955,Pear,L,VVS1,3.01,unknown,HRD,Excellent,Excellent,Yes,unknown,unknown,61.6,65,12.61,7.99,4.92,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,21492
68954,Round,G,VVS2,0.31,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,61.6,58,4.34,4.36,2.68,M,STK,unknown,None,unknown,unknown,unknown,unknown,1066
193141,Round,K,VS1,1.56,Excellent,GIA,Excellent,Excellent,Yes,unknown,unknown,62.6,55,7.39,7.41,4.63,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,11476
129562,Round,J,SI2,0.73,Very Good,GIA,Very Good,Very Good,unknown,N,unknown,0,56,5.66,5.7,3.66,M,TK,unknown,None,unknown,unknown,unknown,unknown,2848
172794,Round,J,VS2,1,Very Good,GIA,Very Good,Excellent,unknown,unknown,Pointed,64.2,57,6.18,6.26,4,TK,TK,unknown,None,unknown,unknown,unknown,unknown,6242
85959,Round,H,VS2,0.4,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,61.5,55,4.74,4.76,2.92,M,STK,unknown,Strong,unknown,unknown,unknown,unknown,1250
41947,Round,H,VS1,0.23,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,62.2,57,3.92,3.94,2.44,M,STK,unknown,None,unknown,unknown,unknown,unknown,870
19250,Round,M,VVS2,0.4,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,61.9,57,4.73,4.74,2.93,STK,STK,unknown,Strong,unknown,unknown,unknown,unknown,718
132033,Round,H,SI1,0.6,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,62.7,57,5.37,5.4,3.38,M,STK,unknown,None,unknown,unknown,unknown,unknown,2976
83870,Oval,unknown,SI1,0.38,unknown,GIA,Good,Excellent,unknown,N,unknown,67.8,56,5.16,3.69,2.5,unknown,unknown,unknown,Faint,Yellow,unknown,None,Fancy Intense,1232
154203,Round,E,SI2,0.7,Very Good,GIA,Very Good,Very Good,unknown,unknown,unknown,63.3,60,5.53,5.61,3.53,unknown,unknown,unknown,Faint,unknown,unknown,unknown,unknown,3990
62078,Emerald,G,VVS2,0.34,unknown,GIA,Very Good,Excellent,Yes,N,unknown,67.6,69,4.78,3.43,2.32,M,TK,unknown,None,unknown,unknown,unknown,unknown,988
152274,Pear,I,SI1,0.9,unknown,GIA,Very Good,Very Good,unknown,unknown,unknown,64.8,60,8.47,5.18,3.36,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,3944
96449,Round,F,VVS2,0.4,Very Good,GIA,Very Good,Excellent,unknown,unknown,unknown,63.2,60,4.6,4.65,2.92,M,TK,unknown,None,unknown,unknown,unknown,unknown,1582
74482,Round,H,VVS1,0.3,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,59.5,60,4.33,4.35,2.58,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,1092
131800,Round,G,VS2,0.5,Excellent,GIA,Very Good,Very Good,Yes,N,unknown,62.7,56,5.05,5.09,3.18,TN,STK,unknown,None,unknown,unknown,unknown,unknown,2964
214039,Round,D,VVS1,1.75,Excellent,GIA,Excellent,Excellent,Yes,N,Pointed,61.8,57,7.7,7.73,4.77,M,M,Blue,Medium,unknown,unknown,unknown,unknown,33330
52961,Round,E,VS2,0.3,Excellent,GIA,Excellent,Excellent,unknown,unknown,unknown,61.5,56,4.31,4.34,2.66,unknown,unknown,unknown,Faint,unknown,unknown,unknown,unknown,940
17810,Round,D,VS2,0.23,Excellent,GIA,Very Good,Excellent,unknown,N,unknown,63.2,57,3.86,3.91,2.45,STK,STK,unknown,None,unknown,unknown,unknown,unknown,696
48518,Marquise,D,VS1,0.29,unknown,GIA,Very Good,Very Good,unknown,unknown,unknown,59.9,58,6.23,3.66,2.19,unknown,unknown,unknown,Medium,unknown,unknown,unknown,unknown,920
219637,Pear,H,VVS2,12.42,Very Good,IGI,Excellent,Excellent,unknown,N,Pointed,62.3,63,20.86,12.64,7.88,M,TK,unknown,None,unknown,unknown,unknown,unknown,591332
64959,Round,E,SI1,0.32,Excellent,GIA,Very Good,Very Good,unknown,N,unknown,62.5,57,4.35,4.37,2.73,M,STK,unknown,Faint,unknown,unknown,unknown,unknown,1008
93415,Round,K,VVS2,0.5,Very Good,GIA,Very Good,Very Good,unknown,N,unknown,63.4,56,4.98,5.03,3.17,STK,TK,unknown,None,unknown,unknown,unknown,unknown,1494
52074,Round,F,SI1,0.31,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,62.7,56,4.33,4.34,2.72,TN,M,unknown,None,unknown,unknown,unknown,unknown,946
67300,Oval,D,VVS1,0.31,unknown,GIA,Very Good,Excellent,unknown,unknown,unknown,57.4,59,5.63,3.91,2.25,unknown,unknown,unknown,Strong,unknown,unknown,unknown,unknown,1044
3912,Round,L,SI1,0.29,Very Good,GIA,Very Good,Excellent,Yes,N,unknown,57.1,63,4.41,4.44,2.53,TN,STK,unknown,None,unknown,unknown,unknown,unknown,558
167364,Oval,H,VS1,0.9,unknown,GIA,Excellent,Excellent,unknown,unknown,unknown,63.9,58,7.58,5.36,3.43,unknown,unknown,unknown,Medium,unknown,unknown,unknown,unknown,5293
199068,Round,J,VS1,1.55,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,60.9,56,7.49,7.51,4.57,M,TN,unknown,None,unknown,unknown,unknown,unknown,13509
59970,Round,J,VVS2,0.37,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,60.5,59,4.62,4.65,2.8,M,STK,unknown,None,unknown,unknown,unknown,unknown,1000
81268,Marquise,D,SI1,0.4,unknown,GIA,Very Good,Very Good,unknown,unknown,unknown,60.2,55,7.7,3.91,2.35,unknown,unknown,unknown,Medium,unknown,unknown,unknown,unknown,1190
101896,Round,H,VVS2,0.41,Excellent,GIA,Excellent,Excellent,unknown,N,unknown,60.7,59,4.78,4.81,2.91,M,STK,unknown,Faint,unknown,unknown,unknown,unknown,1722
145647,Round,G,VVS2,0.54,Excellent,GIA,Excellent,Excellent,unknown,unknown,unknown,63,0,5.2,5.23,3.28,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,3584
63474,Round,E,VS1,0.32,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,62.5,59,4.34,4.37,2.72,M,STK,unknown,Faint,unknown,unknown,unknown,unknown,1022
43611,Round,E,VVS2,0.23,Excellent,GIA,Very Good,Excellent,unknown,N,unknown,62.2,58,3.9,3.93,2.44,M,STK,unknown,None,unknown,unknown,unknown,unknown,898
1727,Round,L,VS1,0.35,Excellent,IGI,Excellent,Excellent,Yes,unknown,Pointed,61.8,57.5,4.5,4.51,2.78,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,508
72739,Round,I,VVS2,0.32,Excellent,GIA,Excellent,Excellent,Yes,N,unknown,61.8,56,4.39,4.42,2.72,TN,M,unknown,None,unknown,unknown,unknown,unknown,1076
39969,Pear,G,VS1,0.3,unknown,GIA,Very Good,Very Good,unknown,unknown,unknown,65.1,56,5.57,3.75,2.44,unknown,unknown,unknown,Faint,unknown,unknown,unknown,unknown,864
193461,Oval,J,VS2,1.51,unknown,GIA,Excellent,Excellent,unknown,N,unknown,62.9,59,8.73,6.51,4.09,VTN,STK,unknown,None,unknown,unknown,unknown,unknown,11616
112590,Heart,F,VVS1,0.42,unknown,GIA,Very Good,Excellent,unknown,N,unknown,59.1,61,4.59,5.17,3.05,TK,TN,unknown,None,unknown,unknown,unknown,unknown,2000
78657,Round,I,SI1,0.4,Excellent,GIA,Excellent,Excellent,unknown,unknown,unknown,62.8,58,4.69,4.71,2.95,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,1140
56076,Pear,G,VVS1,0.3,unknown,GIA,Very Good,Excellent,Yes,N,unknown,66.2,54,5.35,3.68,2.44,TK,VTK,unknown,None,unknown,unknown,unknown,unknown,958
137421,Round,D,VS2,0.5,Excellent,GIA,Excellent,Excellent,unknown,unknown,unknown,63.2,56,5.03,5.05,3.19,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,3226
131,Oval,K,SI1,0.3,unknown,GIA,Very Good,Excellent,unknown,N,unknown,62.7,57,5.69,3.58,2.25,unknown,unknown,unknown,None,unknown,unknown,unknown,unknown,284
